"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Loss_Share"
"541","22806685605",28,1,"Rural",5891879.33333333,5650000,4,2.7,172,2,"Male","Primary",5,"Employed",2e+05,0,5691879.33333333,0,197.2,1720000,1720000,2e+05,0,8192982.51484185,3e+05,0,10650877.2692944,0.0339450264822124,0,0.966054973517788,-1804860.5316008,1,84860.5316007952,0,0.0144029649624181
"542","22806685608",28,1,"Rural",6892129.33333333,6714000,4,2.7,172,3,"Male","Primary",5,"Employed",0,350000,6542129.33333333,0,197.2,1720000,1720000,0,503795.620437956,9416846.01849148,0,559213.138686131,12241899.8240389,0,0.050782564149986,0.949217435850014,-1996034.52219348,1,276034.522193479,0,0.0400506880882887
"543","22806685611",28,1,"Rural",4167398,4102500,2,1.7,172,2,"Female","Primary",5,"Employed",0,150000,4017398,0,197.2,1030000,1030000,0,215912.408759124,5782707.19416058,0,239662.773722628,7517519.35240876,0,0.0359936823888671,0.964006317611133,-1219496.01853864,1,189496.01853864,0,0.0454710633682311
"544","22808686811",28,1,"Rural",5875713.66666667,5659200,4,2.7,151,2,"Male","Primary",5,"Employed",150000,240000,5485713.66666667,0,197.2,1720000,1720000,150000,345459.854014599,7896224.34355231,225000,383460.437956204,10265091.646618,0.0255288137764371,0.0408461020422994,0.933625084181263,-1741351.36764675,1,21351.3676467494,0,0.0036338339235074
"545","22808686817",28,1,"Rural",6543518,6411222,4,2.7,151,2,"Male","Primary",5,"Employed",0,280000,6263518,0,197.2,1720000,1720000,0,403036.496350365,9015808.39124087,0,447370.510948905,11720550.9086131,0,0.0427904378042515,0.957209562195748,-1905735.84246036,1,185735.842460365,0,0.0283847071957875
"546","22808687602",28,1,"Rural",8442610.66666667,7615000,6,3.9,151,1,"Male","Primary",5,"Employed",0,6e+05,7842610.66666667,0,197.2,2050000,2050000,0,863649.635036496,11288779.7333333,0,958651.094890511,14675413.6533333,0,0.0710680645702325,0.928931935429767,-2410229.25597979,1,360229.255979788,0,0.0426679933734306
"547","22808687917",28,1,"Rural",6240046,6106500,4,2.7,151,2,"Male","Primary",5,"Employed",120000,0,6120046,0,197.2,1720000,1720000,120000,0,8809292.49051095,180000,0,11452080.2376642,0.0192306274665283,0,0.980769372533472,-1894368.27635457,1,174368.276354567,0,0.0279434280379611
"548","22808688002",28,1,"Rural",3650981.33333333,3554000,2,1.7,151,2,"Male","Illiterate",0,"Employed",0,0,3650981.33333333,0,197.2,1030000,1030000,0,0,5255281.16009732,0,0,6831865.50812652,0,0,1,-1095294.4,1,65294.4000000001,0,0.0178840684294561
"549","22901688211",29,1,"Rural",1976699,1873000,1,1,179,2,"Female","Illiterate",0,"Income without Work",0,1e+05,1876699,0,197.2,550000,550000,0,143941.605839416,2701350.67737226,0,159775.182481752,3511755.88058394,0,0.0505893917080952,0.949410608291905,-572551.02311099,1,22551.0231109896,0,0.0114084254158016
"550","22901688514",29,1,"Rural",5604763.66666667,4371000,3,2.4,179,1,"Male","Primary",5,"Income without Work",0,5e+05,5104763.66666667,0,197.2,1380000,1380000,0,719708.02919708,7347878.79610706,0,798875.912408759,9552242.43493917,0,0.0892098275211247,0.910790172478875,-1579446.77413216,1,199446.774132164,0,0.0355852246399502
"551","22901688814",29,1,"Rural",6053962.66666667,5785000,4,2.9,179,2,"Male","Illiterate",0,"Income without Work",350000,150000,5553962.66666667,0,197.2,1720000,1720000,350000,215912.408759124,7994463.05012165,525000,239662.773722628,10392801.9651581,0.0578133727066261,0.0247771597314112,0.917409467561963,-1850563.70801372,1,130563.708013723,0,0.0215666523238756
"552","22901688908",29,1,"Rural",3812916.66666667,3735000,2,1.7,179,2,"Male","Primary",3,"Employed",0,0,3812916.66666667,0,197.2,1030000,1030000,0,0,5488373.47931873,0,0,7134885.52311435,0,0,1,-1143875,1,113875,0,0.0298655884602776
"553","22902689717",29,1,"Rural",6535346,4221300,4,2.7,142,1,"Male","Primary",5,"Employed",1e+05,190000,6245346,0,197.2,1720000,1720000,1e+05,273489.051094891,8989651.32262774,150000,303572.846715329,11686546.7194161,0.0153014086782857,0.0290726764887429,0.955625914832971,-1940204.38966188,1,220204.389661885,0,0.0336943735896898
"554","22902690111",29,1,"Rural",4069398,3982000,2,1.7,142,3,"Male","Primary",5,"Employed",0,290000,3779398,0,197.2,1030000,1030000,0,417430.656934307,5440126.17226277,0,463348.02919708,7072164.02394161,0,0.0712636119642266,0.928736388035773,-1161585.90709374,1,131585.907093744,0,0.0323354724934114
"555","22902690205",29,1,"Rural",8028295,5179800,5,3.2,142,1,"Male","Primary",5,"Employed",150000,350000,7528295,0,197.2,2050000,2050000,150000,503795.620437956,10836348.7153285,225000,559213.138686131,14087253.329927,0.0186839173199291,0.0435958070798345,0.937720275600236,-2364593.79627816,1,314593.796278161,0,0.0391856298601585
"556","22902690211",29,1,"Rural",4816680.33333333,4050500,3,2.2,142,2,"Male","Secondary",8,"Employed",0,160000,4656680.33333333,0,197.2,1380000,1380000,0,230306.569343066,6702900.45060827,0,255640.291970803,8713770.58579075,0,0.0332178988281071,0.966782101171893,-1412225.31229309,1,32225.312293085,0,0.0066903572715991
"557","22902690605",29,1,"Rural",4988347,4596000,3,2.4,142,2,"Male","Illiterate",0,"Employed",0,0,4988347,0,197.2,1380000,1380000,0,0,7180306.77664234,0,0,9334398.80963504,0,0,1,-1496504.1,1,116504.099999999,0,0.0233552517497277
"558","22902690611",29,1,"Rural",4729747,3996900,3,2.2,142,1,"Male","Secondary",12,"Employed",6e+05,0,4129747,0,197.2,1380000,1380000,6e+05,0,5944424.14890511,9e+05,0,7727751.39357664,0.126856679649038,0,0.873143320350962,-1531562.03984756,1,151562.039847559,0,0.0320444285598276
"559","22902690614",29,1,"Rural",5532813.66666667,5356800,3,2.4,142,2,"Male","Illiterate",0,"Employed",0,80000,5452813.66666667,0,197.2,1380000,1380000,0,115153.284671533,7848867.55523114,0,127820.145985401,10203527.8218005,0,0.0144591892696429,0.985540810730357,-1643430.41469055,1,263430.414690553,0,0.0476123778173902
"560","22902690917",29,1,"Rural",1867532.33333333,1540000,1,1,170,1,"Female","Illiterate",0,"Income without Work",0,0,1867532.33333333,0,197.2,550000,550000,0,0,2688156.03017032,0,0,3494602.83922141,0,0,1,-560259.7,1,10259.7000000001,0,0.00549372014442592
"561","22903691008",29,1,"Rural",3755981.33333333,3220500,2,1.7,130,2,"Male","Illiterate",0,"Employed",0,160000,3595981.33333333,0,197.2,1030000,1030000,0,230306.569343066,5176113.27688564,0,255640.291970803,6728947.25995134,0,0.0425987207604156,0.957401279239584,-1094039.87157989,1,64039.8715798852,0,0.0170501037935275
"562","22903691014",29,1,"Rural",5190930.33333333,4698500,3,2.4,130,2,"Male","Primary",5,"Employed",0,120000,5070930.33333333,0,197.2,1380000,1380000,0,172729.927007299,7299178.55279805,0,191730.218978102,9488932.11863747,0,0.0231172434022906,0.976882756597709,-1532675.39850727,1,152675.398507267,0,0.0294119529069516
"563","22903691017",29,1,"Rural",7472995,6532000,5,3.4,130,2,"Male","Primary",5,"Employed",5e+05,0,6972995,0,197.2,2050000,2050000,5e+05,0,10037040.9781022,750000,0,13048153.2715328,0.0669075785545153,0,0.933092421445485,-2335360.76304542,1,285360.763045422,0,0.038185595339676
"564","22903691114",29,1,"Rural",6074379.33333333,5935000,4,2.7,130,2,"Male","Illiterate",0,"Employed",0,240000,5834379.33333333,0,197.2,1720000,1720000,0,345459.854014599,8398099.30316302,0,383460.437956204,10917529.0941119,0,0.0395102094930083,0.960489790506992,-1773170.03076511,1,53170.030765112,0,0.00875316272616363
"565","22903691117",29,1,"Rural",5100847,5011000,3,2.4,130,2,"Male","Illiterate",0,"Income without Work",0,2e+05,4900847,0,197.2,1380000,1380000,0,287883.211678832,7054357.87153285,0,319550.364963504,9170665.2329927,0,0.0392091744763174,0.960790825523683,-1489299.98600466,1,109299.986004661,0,0.021427811107579
"566","22903691202",29,1,"Rural",7962495,6783000,5,3.2,130,2,"Male","Secondary",8,"Employed",120000,290000,7552495,0,197.2,2050000,2050000,120000,417430.656934307,10871182.5839416,180000,463348.02919708,14132537.3591241,0.0150706531055906,0.0364207450051774,0.948508601889232,-2351571.55129113,1,301571.551291134,0,0.0378740019668626
"567","22903691508",29,1,"Rural",6242046,5311000,4,3.1,130,1,"Male","Illiterate",0,"Employed",250000,250000,5742046,0,197.2,1720000,1720000,250000,359854.01459854,8265193.22043796,375000,399437.95620438,10744751.1865693,0.0400509704670552,0.0400509704670552,0.91989805906589,-1867771.63848849,1,147771.638488492,0,0.0236735901158838
"568","22903691608",29,1,"Rural",7948328.33333333,7284000,5,3.2,130,3,"Male","Primary",5,"Employed",1e+05,3e+05,7548328.33333333,0,197.2,2050000,2050000,1e+05,431824.817518248,10865185.0170316,150000,479325.547445256,14124740.5221411,0.0125812618460444,0.0377437855381331,0.949674952615823,-2341569.37769285,1,291569.377692848,0,0.0366831068704192
"569","22903691802",29,1,"Rural",3871614.66666667,3520800,2,1.7,130,2,"Female","Illiterate",0,"Income without Work",0,195000,3676614.66666667,0,197.2,1030000,1030000,0,280686.131386861,5292178.19172749,0,311561.605839416,6879831.64924574,0,0.050366582624786,0.949633417375214,-1121589.27875656,1,91589.2787565643,0,0.0236566101335233
"570","22903691817",29,1,"Rural",3553731.33333333,3168000,2,1.7,130,2,"Male","Illiterate",0,"Income without Work",0,175000,3378731.33333333,0,197.2,1030000,1030000,0,251897.810218978,4863400.13819951,0,279606.569343066,6322420.17965937,0,0.0492440152575781,0.950755984742422,-1030312.91486338,1,312.914863383397,0,8.80524817529999e-05
"571","22903691905",29,1,"Rural",7896694,7082000,6,3.7,130,2,"Male","Secondary",12,"Employed",1e+05,470000,7326694,0,197.2,2050000,2050000,1e+05,676525.547445255,10546160.9985401,150000,750943.357664234,13710009.2981022,0.012663527293827,0.059518578280987,0.927817894425186,-2291365.81790543,1,241365.817905433,0,0.0305654262284233
"572","22904692205",29,1,"Rural",7959476.33333333,6945500,7,4.6,190,1,"Male","Illiterate",0,"Employed",250000,440000,7269476.33333333,0,197.2,2050000,2050000,250000,633343.065693431,10463800.9703163,375000,703010.802919708,13602941.2614112,0.0314091014949099,0.0552800186310414,0.913310879874049,-2344065.11397603,1,294065.113976033,0,0.0369452840439419
"573","22904692502",29,1,"Rural",3985148,3396000,2,1.7,190,2,"Male","Illiterate",0,"Income without Work",0,0,3985148,0,197.2,1030000,1030000,0,0,5736286.02627737,0,0,7457171.83416058,0,0,1,-1195544.4,1,165544.4,0,0.0415403392797457
"574","22904692708",29,1,"Rural",6629812.66666667,6315600,4,2.7,190,3,"Male","Primary",5,"Employed",320000,0,6309812.66666667,0,197.2,1720000,1720000,320000,0,9082445.67785888,480000,0,11807179.3812165,0.048266823828808,0,0.951733176171192,-2048679.8124817,1,328679.8124817,0,0.0495760331410621
"575","22904693308",29,1,"Rural",4498513.66666667,3306500,3,2.2,190,1,"Male","Secondary",12,"Employed",350000,0,4148513.66666667,0,197.2,1380000,1380000,350000,0,5971437.19026764,525000,0,7762868.34734793,0.0778034759777322,0,0.922196524022268,-1415028.79672785,1,35028.7967278499,0,0.00778674898498323
"576","22904693314",29,1,"Rural",5856962.66666667,4980500,4,2.7,190,2,"Male","Secondary",12,"Employed",5e+05,0,5356962.66666667,0,197.2,1720000,1720000,5e+05,0,7710898.08661801,750000,0,10024167.5126034,0.0853684799538874,0,0.914631520046113,-1850674.82201725,1,130674.822017251,0,0.022311021847715
"577","22905693911",29,1,"Rural",5409763.66666667,4724000,3,2.4,121,2,"Male","Illiterate",0,"Income without Work",0,160000,5249763.66666667,0,197.2,1380000,1380000,0,230306.569343066,7556594.12457421,0,255640.291970803,9823572.36194647,0,0.0295761533883396,0.97042384661166,-1590140.88809426,1,210140.888094259,0,0.0388447446214857
"578","22905694411",29,1,"Rural",7233661.66666667,6684000,5,3.8,121,1,"Male","Illiterate",0,"Employed",150000,280000,6803661.66666667,0,197.2,2050000,2050000,150000,403036.496350365,9793299.85888078,225000,447370.510948905,12731289.816545,0.0207363859290258,0.0387079204008482,0.940555693670126,-2140536.1825201,1,90536.1825200999,0,0.0125159548085167
"579","22905694517",29,1,"Rural",2192949,1885000,1,1,145,2,"Female","Illiterate",0,"Income without Work",0,150000,2042949,0,197.2,550000,550000,0,215912.408759124,2940653.59708029,0,239662.773722628,3822849.67620438,0,0.06840104352632,0.93159895647368,-627239.76963311,1,77239.76963311,0,0.0352218722975819
"580","22905694602",29,1,"Rural",3550981.33333333,3249000,2,1.7,121,2,"Male","Illiterate",0,"Income without Work",0,160000,3390981.33333333,0,197.2,1030000,1030000,0,230306.569343066,4881032.98491484,0,255640.291970803,6345342.88038929,0,0.0450579670746415,0.954942032925359,-1032546.22735423,1,2546.2273542328,0,0.000717048926822333
"581","22907695714",29,1,"Rural",4716763.66666667,3764000,3,2.2,82,1,"Male","Secondary",12,"Employed",4e+05,0,4316763.66666667,0,197.2,1380000,1380000,4e+05,0,6213618.94209246,6e+05,0,8077704.6247202,0.0848039096863803,0,0.91519609031362,-1489894.88719388,1,109894.887193878,0,0.0232987902214614
"582","22907696014",29,1,"Rural",4924333.33333333,4376000,3,2.4,82,1,"Male","Primary",5,"Income without Work",350000,120000,4454333.33333333,0,197.2,1380000,1380000,350000,172729.927007299,6411638.92944039,525000,191730.218978102,8335130.6082725,0.0710756109117986,0.0243687808840452,0.904555608204156,-1517890.36376624,1,137890.363766243,0,0.0280018338386738
"583","22909697111",29,1,"Rural",6863879.33333333,5893000,4,2.7,130,2,"Male","Secondary",12,"Income without Work",0,250000,6613879.33333333,0,197.2,1720000,1720000,0,359854.01459854,9520124.12068127,0,399437.95620438,12376161.3568856,0,0.0364225517173525,0.963577448282648,-2007959.89747573,1,287959.897475727,0,0.0419529370333328
"584","22909697117",29,1,"Rural",3918231.33333333,3780000,2,1.7,130,2,"Male","Illiterate",0,"Employed",0,2e+05,3718231.33333333,0,197.2,1030000,1030000,0,287883.211678832,5352081.89002433,0,319550.364963504,6957706.45703163,0,0.0510434384765779,0.948956561523422,-1134553.51196407,1,104553.511964065,0,0.0266838537772395
"585","22909697202",29,1,"Rural",6973078.33333333,6652500,5,3.2,130,2,"Male","Primary",5,"Employed",250000,250000,6473078.33333333,0,197.2,2050000,2050000,250000,359854.01459854,9317452.90024331,375000,399437.95620438,12112688.7703163,0.0358521714584687,0.0358521714584687,0.928295657083062,-2087081.18699788,1,37081.1869978753,0,0.00531776429652547
"586","22909697505",29,1,"Rural",8025661.66666667,7784000,5,3.2,130,3,"Male","Primary",5,"Employed",3e+05,4e+05,7325661.66666667,0,197.2,2050000,2050000,3e+05,575766.423357664,10544675.0413625,450000,639100.729927007,13708077.5537713,0.0373800955559843,0.049840127407979,0.912779777036037,-2381378.87289297,1,331378.872892971,0,0.0412899131132454
"587","22910698502",29,1,"Rural",2134449,2082000,1,1,106,2,"Female","Illiterate",0,"Income without Work",0,0,2134449,0,197.2,550000,550000,0,0,3072360.16642336,0,0,3994068.21635036,0,0,1,-640334.7,1,90334.7000000001,0,0.0423222574069467
"588","22910698505",29,1,"Rural",3844864.66666667,3605800,2,1.7,106,2,"Male","Primary",3,"Employed",250000,0,3594864.66666667,0,197.2,1030000,1030000,250000,0,5174505.92895377,375000,0,6726857.7076399,0.0650217944385385,0,0.934978205561461,-1200184.21666096,1,170184.216660964,0,0.0442627326096516
"589","22910698514",29,1,"Rural",3608481.33333333,3469000,2,1.7,106,2,"Female","Illiterate",0,"Income without Work",0,2e+05,3408481.33333333,0,197.2,1030000,1030000,0,287883.211678832,4906222.76593674,0,319550.364963504,6378089.59571776,0,0.0554249784119709,0.944575021588029,-1041642.65273922,1,11642.6527392208,0,0.00322646888364692
"590","22910698605",29,1,"Rural",2167199,1981000,1,1,106,2,"Female","Illiterate",0,"Income without Work",0,0,2167199,0,197.2,550000,550000,0,0,3119501.04233577,0,0,4055351.3550365,0,0,1,-650159.7,1,100159.7,0,0.0462161988815979
"591","22911699105",29,1,"Rural",5764296,5220000,4,2.7,125,2,"Male","Primary",5,"Employed",5e+05,0,5264296,0,197.2,1720000,1720000,5e+05,0,7577512.19854015,750000,0,9850765.85810219,0.0867408613298137,0,0.913259138670186,-1822884.03096069,1,102884.030960688,0,0.0178484989252266
"592","22911699108",29,1,"Rural",6966666.66666667,6085000,4,2.7,125,2,"Male","Illiterate",0,"Income without Work",0,4e+05,6566666.66666667,0,197.2,1720000,1720000,0,575766.423357664,9452165.45012165,0,639100.729927007,12287815.0851582,0,0.0574162679425837,0.942583732057416,-2008209.35435574,1,288209.354355737,0,0.0413697637831201
"593","22911699417",29,1,"Rural",3979833.33333333,3374000,2,1.7,125,2,"Male","Illiterate",0,"Employed",2e+05,1e+05,3679833.33333333,0,197.2,1030000,1030000,2e+05,143941.605839416,5296811.19221411,3e+05,159775.182481752,6885854.54987835,0.0502533606934964,0.0251266803467482,0.924619958959755,-1210642.53732523,1,180642.537325228,0,0.0453894729239652
"594","22911699814",29,1,"Rural",2000583.33333333,1681000,1,1,125,1,"Female","Illiterate",0,"Income without Work",0,0,2000583.33333333,0,197.2,550000,550000,0,0,2879671.77615572,0,0,3743573.30900243,0,0,1,-600175,1,50175.0000000001,0,0.0250801849460575
"595","22911699914",29,1,"Rural",5416666.66666667,4755000,3,2.2,125,2,"Male","Primary",5,"Income without Work",0,0,5416666.66666667,0,197.2,1380000,1380000,0,0,7796836.98296837,0,0,10135888.0778589,0,0,1,-1625000,1,245000,0,0.0452307692307693
"596","23002703911",30,1,"Rural",8054633.33333333,8046300,7,4.6,157,1,"Female","Illiterate",0,"Employed",0,6e+05,7454633.33333333,0,179.9,2050000,2050000,0,787883.211678832,9788967.42092457,0,874550.364963504,12725657.6472019,0,0.0744912865886715,0.925508713411328,-2293869.13170383,1,243869.131703828,0,0.0302768756331339
