"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Loss_Share"
"93","12003234317",20,1,"Urban",6851296,6665000,4,2.7,598,2,"Female","Primary",5,"Income without Work",0,20000,6831296,0,179.3,1720000,1720000,0,26175.1824817518,8940520.96934307,0,29054.4525547445,11622677.260146,0,0.00291915573345539,0.997080844266545,-2051281.63678704,1,331281.636787036,0,0.0483531344707681
"94","12004237514",20,1,"Urban",6189416.66666667,4775250,4,2.7,333,1,"Male","Primary",5,"Employed",0,1e+05,6089416.66666667,0,179.3,1720000,1720000,0,130875.912408759,7969579.62287105,0,145272.262773723,10360453.5097324,0,0.0161566114200315,0.983843388579968,-1836310.64341285,1,116310.643412853,0,0.0187918586963531
"95","12006238908",20,1,"Urban",6476666.66666667,6115000,4,2.7,112,2,"Male","Illiterate",0,"Employed",0,3e+05,6176666.66666667,0,179.3,1720000,1720000,0,392627.737226277,8083768.85644769,0,435816.788321168,10508899.513382,0,0.0463201235203294,0.953679876479671,-1881603.2912803,1,161603.291280299,0,0.0249516147113174
"96","12101240008",21,1,"Urban",5901916.66666667,5784000,4,2.7,366,1,"Male","Primary",5,"Employed",0,0,5901916.66666667,0,184.5,1720000,1720000,0,0,7948201.64233577,0,0,10332662.1350365,0,0,1,-1770575,1,50575.0000000005,0,0.00856925010236795
"97","12102241414",21,1,"Urban",6193500,6069000,4,2.7,262,1,"Male","Primary",5,"Income without Work",0,0,6193500,0,184.5,1720000,1720000,0,0,8340881.38686131,0,0,10843145.8029197,0,0,1,-1858050,1,138050,0,0.0222894970533624
"98","12103242002",21,1,"Urban",2084332.33333333,2074800,1,1,183,1,"Female","Illiterate",0,"Income without Work",0,0,2084332.33333333,0,184.5,550000,550000,0,0,2807002.30291971,0,0,3649102.99379562,0,0,1,-625299.7,1,75299.7000000001,0,0.0361265326050852
"99","12105246414",21,1,"Urban",7793500,7336000,5,3.2,1035,1,"Male","Primary",5,"Employed",4e+05,0,7393500,0,184.5,2050000,2050000,4e+05,0,9956939.7810219,6e+05,0,12944021.7153285,0.0513248219670238,0,0.948675178032976,-2412736.37467565,1,362736.374675652,0,0.0465434496279788
"100","12109249802",21,1,"Urban",5422430.33333333,4017000,3,2.4,193,1,"Male","Primary",5,"Employed",60000,0,5362430.33333333,0,184.5,1380000,1380000,60000,0,7221667.12773723,90000,0,9388167.26605839,0.0110651490773725,0,0.988934850922627,-1637899.80749878,1,257899.807498782,0,0.0475616636166616
"101","12202253102",22,1,"Urban",6837416.66666667,6345000,7,4.2,682,1,"Male","Illiterate",0,"Employed",50000,0,6787416.66666667,0,179.9,2050000,2050000,50000,0,8912819.40389295,75000,0,11586665.2250608,0.00731270338456288,0,0.992687296615437,-2060531.42335947,1,10531.4233594663,0,0.00154026350490067
"102","12208261514",22,1,"Urban",8037000,7807000,5,3.2,164,1,"Male","Primary",5,"Employed",2e+05,0,7837000,0,179.9,2050000,2050000,2e+05,0,10291067.8832117,3e+05,0,13378388.2481752,0.0248849073037203,0,0.97511509269628,-2448372.54467908,1,398372.544679076,0,0.0495673192334299
"103","12213260108",22,1,"Urban",3492404,3420006,2,1.7,116,1,"Male","Illiterate",0,"Income without Work",0,0,3492404,0,179.9,1030000,1030000,0,0,4586010.8,0,0,5961814.04,0,0,1,-1047721.2,1,17721.2000000002,0,0.00507421249088026
"104","12213260114",22,1,"Urban",6442964.66666667,5679002,4,2.9,116,1,"Female","Illiterate",0,"Income without Work",0,0,6442964.66666667,0,179.9,1720000,1720000,0,0,8460506.15717762,0,0,10998658.0043309,0,0,1,-1932889.4,1,212889.4,0,0.0330421492300595
"105","12403298514",24,1,"Urban",8404583.33333333,8315000,7,5,272,1,"Male","Primary",5,"Employed",0,3e+05,8104583.33333333,0,181.1,2050000,2050000,0,396569.343065693,10713430.9610706,0,440191.97080292,13927460.2493917,0,0.0356948093798027,0.964305190620197,-2459926.78757313,1,409926.787573128,0,0.0487741951403255
"106","12407302105",24,1,"Urban",3699064.66666667,3680000,2,1.7,114,1,"Male","Secondary",8,"Employed",0,2e+05,3499064.66666667,0,181.1,1030000,1030000,0,264379.562043796,4625405.92068127,0,293461.313868613,6013027.69688565,0,0.0540677219844945,0.945932278015506,-1068813.2730911,1,38813.2730910992,0,0.0104927262939891
"107","12408303111",24,1,"Urban",5741597,4523000,3,2.2,190,1,"Male","Secondary",8,"Employed",0,4e+05,5341597,0,181.1,1380000,1380000,0,528759.124087591,7061045.37737226,0,586922.627737226,9179358.99058394,0,0.0696670281804871,0.930332971819513,-1640767.44366882,1,260767.443668819,0,0.0454172321165731
"108","12408303114",24,1,"Urban",5996212.66666667,5840000,4,2.9,190,1,"Male","Primary",5,"Employed",0,3e+05,5696212.66666667,0,181.1,1720000,1720000,0,396569.343065693,7529811.05060827,0,440191.97080292,9788754.36579075,0,0.050031581045769,0.949968418954231,-1737485.06812409,1,17485.0681240903,1,0.00291601867647072
"109","12702327817",27,1,"Urban",5576000,4931000,3,2.2,217,1,"Male","Secondary",8,"Employed",0,150000,5426000,0,187.1,1380000,1380000,0,204854.01459854,7410252.55474453,0,227387.95620438,9633328.32116788,0,0.0269010043041607,0.973098995695839,-1642054.55903878,1,262054.559038777,0,0.0469968721375139
"110","12709339808",27,1,"Urban",7217000,5982500,5,3.4,195,1,"Male","Secondary",8,"Employed",0,150000,7067000,0,187.1,2050000,2050000,0,204854.01459854,9651355.47445256,0,227387.95620438,12546762.1167883,0,0.0207842593875572,0.979215740612443,-2134339.7074823,1,84339.7074823016,0,0.011686255713219
"111","12712343105",27,1,"Urban",5976666.66666667,3517500,4,2.7,92,1,"Male","Secondary",12,"Employed",85000,2e+05,5691666.66666667,0,187.1,1720000,1720000,85000,273138.686131387,7773071.77615572,127500,303183.941605839,10104993.3090024,0.0142219743446737,0.0334634690462911,0.952314556609035,-1767772.58290482,1,47772.5829048159,0,0.00799318174648342
"112","12712343311",27,1,"Urban",7485916.66666667,5685000,5,3.6,92,1,"Male","Secondary",12,"Income without Work",0,50000,7435916.66666667,0,187.1,2050000,2050000,0,68284.6715328467,10155182.5425791,0,75795.9854014599,13201737.3053528,0,0.00667920873640503,0.993320791263595,-2235510.14123367,1,185510.141233673,0,0.0247812191203936
"113","12802350302",28,1,"Urban",6697879.33333333,6496000,4,2.7,360,1,"Male","Primary",5,"Employed",0,2e+05,6497879.33333333,0,197.2,1720000,1720000,0,287883.211678832,9353151.85790754,0,319550.364963504,12159097.4152798,0,0.0298601975411322,0.970139802458868,-1968379.45410085,1,248379.454100851,0,0.0370832978230499
"114","12803350408",28,1,"Urban",6281796,6032000,4,2.9,114,1,"Male","Primary",5,"Employed",240000,0,6041796,0,197.2,1720000,1720000,240000,0,8696658.18394161,360000,0,11305655.6391241,0.0382056341848732,0,0.961794365815127,-1929308.53555685,1,209308.53555685,0,0.0333198555885689
"115","12803350411",28,1,"Urban",3826148,3752500,2,1.7,114,1,"Male","Illiterate",0,"Income without Work",0,0,3826148,0,197.2,1030000,1030000,0,0,5507418.8729927,0,0,7159644.53489051,0,0,1,-1147844.4,1,117844.4,0,0.0307997495130874
"116","12806355517",28,1,"Urban",6945583.33333333,5851000,4,2.7,135,1,"Male","Secondary",8,"Employed",0,4e+05,6545583.33333333,0,197.2,1720000,1720000,0,575766.423357664,9421817.76155718,0,639100.729927007,12248363.0900243,0,0.0575905551489556,0.942409444851044,-2001885.47882291,1,281885.478822911,0,0.0405848530346015
"117","12807356014",28,1,"Urban",7974995,7501500,5,3.2,107,1,"Male","Primary",5,"Employed",0,0,7974995,0,197.2,2050000,2050000,0,0,11479335.8686131,0,0,14923136.6291971,0,0,1,-2392498.5,1,342498.5,0,0.0429465473019106
"118","12902359905",29,1,"Urban",4227981.33333333,4120000,2,1.7,111,1,"Male","Primary",5,"Employed",0,220000,4007981.33333333,0,197.2,1030000,1030000,0,316671.532846715,5769152.69294404,0,351505.401459854,7499898.50082725,0,0.0520342883885328,0.947965711611467,-1223390.4413927,1,193390.441392696,0,0.0457406090864235
"119","12902360008",29,1,"Urban",6805462.66666667,6024000,4,2.7,111,1,"Male","Primary",5,"Employed",0,310000,6495462.66666667,0,197.2,1720000,1720000,0,446218.97810219,9349673.26909976,0,495303.065693431,12154575.2498297,0,0.0455516421415972,0.954448357858403,-1978191.68711962,1,258191.687119621,0,0.0379388881793813
"120","12902360411",29,1,"Urban",7082745,6684000,5,3.4,111,1,"Male","Primary",5,"Employed",1e+05,2e+05,6782745,0,197.2,2050000,2050000,1e+05,287883.211678832,9763192.0729927,150000,319550.364963504,12692149.6948905,0.0141188197513817,0.0282376395027634,0.957643540745855,-2102372.91980796,1,52372.9198079626,0,0.00739443814622192
"121","12903360517",29,1,"Urban",4183398,3906000,2,1.7,152,1,"Male","Primary",5,"Employed",1e+05,2e+05,3883398,0,197.2,1030000,1030000,1e+05,287883.211678832,5589825.44233577,150000,319550.364963504,7266773.0750365,0.0239040129578873,0.0478080259157747,0.928287961126338,-1232587.79383917,1,202587.793839167,0,0.0484266124904125
"122","12905362402",29,1,"Urban",4181064.66666667,4092000,2,1.7,125,1,"Female","Illiterate",0,"Income without Work",0,140000,4041064.66666667,0,197.2,1030000,1030000,0,201518.248175182,5816773.37420924,0,223685.255474453,7561805.38647202,0,0.0334842943511836,0.966515705648816,-1225638.56384415,1,195638.563844152,0,0.046791566130003
"123","12905363105",29,1,"Urban",4134481.33333333,3715000,2,1.7,125,1,"Male","Illiterate",0,"Income without Work",0,80000,4054481.33333333,0,197.2,1030000,1030000,0,115153.284671533,5836085.53965937,0,127820.145985401,7586911.20155718,0,0.0193494645519422,0.980650535448058,-1223937.05194222,1,193937.051942216,0,0.0469072263983011
"124","12905363108",29,1,"Urban",6203879.33333333,5967000,4,3.1,125,1,"Male","Primary",5,"Employed",0,120000,6083879.33333333,0,197.2,1720000,1720000,0,172729.927007299,8757233.60973236,0,191730.218978102,11384403.6926521,0,0.019342735980573,0.980657264019427,-1836552.76483747,1,116552.764837471,0,0.0187870779838085
"125","12909366202",29,1,"Urban",7249245,6908000,5,3.2,77,1,"Male","Primary",5,"Employed",0,1e+05,7149245,0,197.2,2050000,2050000,0,143941.605839416,10290738.0583942,0,159775.182481752,13377959.4759124,0,0.0137945399831293,0.986205460016871,-2154255.316409,1,104255.316408996,0,0.014381541306577
"126","12909366314",29,1,"Urban",7728661.66666667,7535000,5,3.2,77,1,"Male","Illiterate",0,"Employed",0,0,7728661.66666667,0,197.2,2050000,2050000,0,0,11124759.7128954,0,0,14462187.626764,0,0,1,-2318598.5,1,268598.5,0,0.0347535591004653
"127","12910366508",29,1,"Urban",3921731.33333333,3198000,2,1.7,93,1,"Male","Illiterate",0,"Income without Work",0,0,3921731.33333333,0,197.2,1030000,1030000,0,0,5645003.05790754,0,0,7338503.97527981,0,0,1,-1176519.4,1,146519.4,0,0.0373608968963878
"128","12911367714",29,1,"Urban",6105250,5164500,4,2.9,178,1,"Male","Primary",5,"Employed",2e+05,0,5905250,0,197.2,1720000,1720000,2e+05,0,8500111.67883212,3e+05,0,11050145.1824818,0.0327586912902829,0,0.967241308709717,-1868868.56336672,1,148868.563366715,0,0.0243836965507908
"129","20002386217",0,1,"Rural",6942333.33333333,4669000,4,3.1,68,1,"Male","Primary",5,"Income without Work",0,3e+05,6642333.33333333,0,187.9,1720000,1720000,0,411459.854014599,9110178.34549879,0,456720.437956204,11843231.8491484,0,0.0432131367935852,0.956786863206415,-2021288.2368539,1,301288.236853899,0,0.0433986993115521
"130","20002386414",0,1,"Rural",6702629.33333333,6214500,4,3.1,68,1,"Male","Illiterate",0,"Income without Work",1e+05,0,6602629.33333333,0,187.9,1720000,1720000,1e+05,0,9055723.0053528,150000,0,11772439.9069586,0.0149195181512847,0,0.985080481848715,-2029411.78259261,1,309411.782592605,0,0.0461627470661173
"131","20003386705",0,1,"Rural",3854564.66666667,3773000,2,1.7,75,1,"Male","Illiterate",0,"Employed",0,0,3854564.66666667,0,187.9,1030000,1030000,0,0,5286662.05012165,0,0,6872660.66515815,0,0,1,-1156369.4,1,126369.4,0,0.0327843507446669
"132","20003386717",0,1,"Rural",3609398,3287000,2,1.7,75,1,"Female","Primary",5,"Income without Work",0,160000,3449398,0,187.9,1030000,1030000,0,219445.255474453,4730962.65839416,0,243584.233576642,6150251.45591241,0,0.0443287218533395,0.95567127814666,-1050069.34283539,1,20069.3428353949,0,0.00556030197705958
"133","20003386805",0,1,"Rural",3654500,3642000,2,1.7,75,1,"Male","Primary",3,"Other",0,0,3654500,0,187.9,1030000,1030000,0,0,5012266.78832117,0,0,6515946.82481752,0,0,1,-1096350,1,66350.0000000002,0,0.0181556984539609
"134","20004387405",0,1,"Rural",7497166.66666667,6473000,4,2.9,127,1,"Male","Secondary",8,"Employed",1e+05,1e+06,6397166.66666667,0,187.9,1720000,1720000,1e+05,1371532.84671533,8773924.20924574,150000,1522401.45985401,11406101.4720195,0.0133383722739702,0.133383722739702,0.853277904986328,-2064126.37404551,1,344126.374045515,0,0.0459008568631058
"135","20004387617",0,1,"Rural",3808333.33333333,3800000,2,1.7,127,1,"Male","Primary",3,"Income without Work",0,1e+05,3708333.33333333,0,187.9,1030000,1030000,0,137153.284671533,5086100.97323601,0,152240.145985401,6611931.26520681,0,0.0262582056892779,0.973741794310722,-1122001.99917535,1,92001.9991753509,0,0.0241580741817114
"136","20004388202",0,1,"Rural",2041865.66666667,1949000,1,1,127,1,"Female","Illiterate",0,"Income without Work",0,160000,1881865.66666667,0,187.9,550000,550000,0,219445.255474453,2581040.57493917,0,243584.233576642,3355352.74742093,0,0.0783597092658887,0.921640290734111,-579897.43191765,1,29897.4319176502,0,0.0146422129553985
"137","20004388305",0,1,"Rural",6601462.66666667,4930000,4,2.9,127,1,"Male","Primary",5,"Employed",2e+05,0,6401462.66666667,0,187.9,1720000,1720000,2e+05,0,8779816.31435523,3e+05,0,11413761.2086618,0.0302963161497341,0,0.969703683850266,-2017725.78847733,1,297725.788477331,0,0.0450999730681905
"138","20004388311",0,1,"Rural",3719898,3480000,2,1.7,127,1,"Male","Illiterate",0,"Income without Work",0,0,3719898,0,187.9,1030000,1030000,0,0,5101962.29343066,0,0,6632550.98145985,0,0,1,-1115969.4,1,85969.4000000001,0,0.0231106874435805
"139","20006389517",0,1,"Rural",3857666.66666667,3741000,2,1.7,159,1,"Male","Primary",5,"Income without Work",0,0,3857666.66666667,0,187.9,1030000,1030000,0,0,5290916.54501216,0,0,6878191.50851581,0,0,1,-1157300,1,127300,0,0.0329992223278321
"140","20006389908",0,1,"Rural",8282833.33333333,7087000,5,3.2,159,1,"Male","Illiterate",0,"Employed",0,2e+05,8082833.33333333,0,187.9,2050000,2050000,0,274306.569343066,11085871.4111922,0,304480.291970803,14411632.8345499,0,0.0241463267400447,0.975853673259955,-2443847.16242753,1,393847.162427534,0,0.0475498113480734
"141","20006390611",0,1,"Rural",7038258.66666667,6422000,8,5.1,159,1,"Male","Illiterate",0,"Employed",0,150000,6888258.66666667,0,187.9,2050000,2050000,0,205729.927007299,9447473.01800487,0,228360.218978102,12281714.9234063,0,0.0213120896949132,0.978687910305087,-2080718.58944006,1,30718.5894400633,0,0.00436451555631895
"142","20007391917",0,1,"Rural",5892879.33333333,5726000,4,2.9,171,1,"Male","Primary",5,"Employed",0,170000,5722879.33333333,0,187.9,1720000,1720000,0,233160.583941606,7849116.98345499,0,258808.248175182,10203852.0784915,0,0.0288483762154075,0.971151623784592,-1733024.32332005,1,13024.3233200456,0,0.00221017987698695
"143","20009393102",0,1,"Rural",6274666.66666667,5713000,4,3.1,49,1,"Male","Illiterate",0,"Unemployed",3e+05,40000,5934666.66666667,0,187.9,1720000,1720000,3e+05,54861.3138686131,8139590.2676399,450000,60896.0583941606,10581467.3479319,0.0478113047173821,0.00637484062898427,0.945813854653634,-1930132.2215335,1,210132.221533504,0,0.0334889855822627
"144","20010393414",0,1,"Rural",3736833.33333333,3266000,2,1.7,133,1,"Male","Illiterate",0,"Income without Work",0,150000,3586833.33333333,0,187.9,1030000,1030000,0,205729.927007299,4919459.7323601,0,228360.218978102,6395297.65206813,0,0.0401409392979796,0.95985906070202,-1090336.6730754,1,60336.6730753987,0,0.0161464715424108
"145","20104399505",1,1,"Rural",4103564.66666667,4082000,2,1.7,1030,1,"Male","Illiterate",0,"Income without Work",0,2e+05,3903564.66666667,0,178,1030000,1030000,0,259854.01459854,5071784.74939173,0,288437.95620438,6593320.17420925,0,0.0487381133833722,0.951261886616628,-1190146.06924777,1,160146.06924777,0,0.039026086404496
"146","20106401005",1,1,"Rural",3901898,3714500,2,1.7,518,1,"Female","Illiterate",0,"Housekeeper",0,130000,3771898,0,178,1030000,1030000,0,168905.109489051,4900714.18978102,0,187484.671532847,6370928.44671533,0,0.0333171190020857,0.966682880997914,-1143936.84356814,1,113936.843568137,0,0.0292003644298588
"147","20107401311",1,1,"Rural",1911199,1900000,1,1,887,1,"Female","Illiterate",0,"Income without Work",0,0,1911199,0,178,550000,550000,0,0,2483163.66423358,0,0,3228112.76350365,0,0,1,-573359.7,1,23359.7000000001,0,0.0122225367426417
"148","20108402402",1,1,"Rural",3858314.66666667,3744250,2,1.7,771,1,"Male","Illiterate",0,"Income without Work",0,50000,3808314.66666667,0,178,1030000,1030000,0,64963.503649635,4948029.27493917,0,72109.4890510949,6432438.05742093,0,0.012959025978873,0.987040974021127,-1147234.63124492,1,117234.631244924,0,0.0303849326385314
"149","20109402511",1,1,"Rural",3850731.33333333,3830000,2,1.7,628,1,"Female","Secondary",12,"Income without Work",0,450000,3400731.33333333,0,178,1030000,1030000,0,584671.532846715,4418468.44768856,0,648985.401459854,5744008.98199513,0,0.116860918367541,0.883139081632459,-1063635.04692511,1,33635.04692511,0,0.0087347166066749
"150","20109402917",1,1,"Rural",3781731.33333333,3761000,2,1.7,628,1,"Male","Primary",5,"Income without Work",0,0,3781731.33333333,0,178,1030000,1030000,0,0,4913490.34549878,0,0,6387537.44914842,0,0,1,-1134519.4,1,104519.4,0,0.0276379760451871
"151","20110403114",1,1,"Rural",3772966.66666667,3728800,2,1.7,587,1,"Male","Illiterate",0,"Income without Work",0,0,3772966.66666667,0,178,1030000,1030000,0,0,4902102.67639903,0,0,6372733.47931873,0,0,1,-1131890,1,101890,0,0.0270052743641167
"152","20111403417",1,1,"Rural",1857500,1857500,1,1,771,1,"Female","Illiterate",0,"Income without Work",0,0,1857500,0,178,550000,550000,0,0,2413394.16058394,0,0,3137412.40875912,0,0,1,-557250,1,7250.00000000012,0,0.0039030955585465
"153","20111403617",1,1,"Rural",2062500,2025000,1,1,771,1,"Female","Illiterate",0,"Income without Work",0,0,2062500,0,178,550000,550000,0,0,2679744.52554745,0,0,3483667.88321168,0,0,1,-618750,1,68750.0000000001,0,0.0333333333333334
"154","20112404317",1,1,"Rural",6069262.66666667,5955300,4,3.1,637,1,"Male","Illiterate",0,"Income without Work",0,4e+05,5669262.66666667,0,178,1720000,1720000,0,519708.02919708,7365903.31873479,0,576875.912408759,9575674.31435523,0,0.0659058640181883,0.934094135981812,-1739042.90361738,1,19042.903617382,0,0.00313759754079662
"155","20227416208",2,1,"Rural",3778500,3566000,2,1.7,419,1,"Male","Illiterate",0,"Income without Work",0,1e+05,3678500,0,183.3,1030000,1030000,0,133795.620437956,4921671.89781022,0,148513.138686131,6398173.46715328,0,0.0264655286489348,0.973534471351065,-1113052.33467535,1,83052.3346753516,0,0.0219802394271144
"156","20305418702",3,1,"Rural",4654500,3969500,3,2.2,483,1,"Male","Primary",5,"Employed",50000,0,4604500,0,189,1380000,1380000,50000,0,6352193.43065693,75000,0,8257851.45985402,0.0107422924051993,0,0.989257707594801,-1405658.70782115,1,25658.7078211519,0,0.00551266684308775
"157","20312422108",3,1,"Rural",2187333.33333333,1839000,1,1,434,1,"Female","Illiterate",0,"Income without Work",0,0,2187333.33333333,0,189,550000,550000,0,0,3017562.04379562,0,0,3922830.65693431,0,0,1,-656200,1,106200,0,0.0485522706491924
"158","20314422908",3,1,"Rural",7054416.66666667,5829500,4,2.7,509,1,"Male","Secondary",8,"Employed",0,6e+05,6454416.66666667,0,189,1720000,1720000,0,827737.226277372,8904268.24817518,0,918788.321167883,11575548.7226277,0,0.0850530991222993,0.914946900877701,-1993906.10658445,1,273906.106584453,0,0.0388276053892177
"159","20314423214",3,1,"Rural",5200000,3850000,3,2.4,509,1,"Male","Primary",5,"Employed",1e+05,0,5100000,0,189,1380000,1380000,1e+05,0,7035766.42335766,150000,0,9146496.35036496,0.0192307692307692,0,0.980769230769231,-1578628.73048452,1,198628.730484516,1,0.0381978327854839
"160","20316423917",3,1,"Rural",6385000,5248500,4,2.7,361,1,"Male","Primary",5,"Employed",0,2e+05,6185000,0,189,1720000,1720000,0,275912.408759124,8532591.24087591,0,306262.773722628,11092368.6131387,0,0.0313234142521535,0.968676585747847,-1874520.38768759,1,154520.387687585,0,0.024200530569708
"161","20320424514",3,1,"Rural",6569250,4482000,4,2.7,528,1,"Male","Primary",5,"Employed",0,2e+05,6369250,0,189,1720000,1720000,0,275912.408759124,8786775.54744526,0,306262.773722628,11422808.2116788,0,0.0304448757468509,0.969555124253149,-1929792.54565457,1,209792.545654567,0,0.0319355399253441
"162","20320424605",3,1,"Rural",5389000,3954000,3,2.2,528,1,"Male","Secondary",8,"Employed",0,250000,5139000,0,189,1380000,1380000,0,344890.510948905,7089569.34306569,0,382828.467153285,9216440.1459854,0,0.0463907960660605,0.95360920393394,-1565536.36137998,1,185536.361379983,0,0.0344287180144708
"163","20320424708",3,1,"Rural",6375333.33333333,4359500,4,3.1,528,1,"Male","Illiterate",0,"Employed",0,2e+05,6175333.33333333,0,189,1720000,1720000,0,275912.408759124,8519255.47445256,0,306262.773722628,11075032.1167883,0,0.0313709087106556,0.968629091289344,-1871620.54132256,1,151620.541322558,0,0.0237823708024508
"164","20320424905",3,1,"Rural",5381500,4505000,3,2.4,528,1,"Male","Primary",5,"Employed",0,7e+05,4681500,0,189,1380000,1380000,0,965693.430656934,6458419.7080292,0,1071919.7080292,8395945.62043796,0,0.130075257827743,0.869924742172257,-1472133.61751696,1,92133.6175169612,0,0.017120434361602
"165","20320425111",3,1,"Rural",2058166.66666667,1739000,1,1,634,1,"Female","Illiterate",0,"Income without Work",0,0,2058166.66666667,0,189,550000,550000,0,0,2839368.61313869,0,0,3691179.19708029,0,0,1,-617450,1,67450.0000000001,0,0.0327718843631064
"166","20324426517",3,1,"Rural",4068166.66666667,2405250,2,1.7,612,1,"Male","Illiterate",0,"Income without Work",0,0,4068166.66666667,0,189,1030000,1030000,0,0,5612288.32116788,0,0,7295974.81751825,0,0,1,-1220450,1,190450,0,0.0468146994960876
"167","20324426702",3,1,"Rural",6204416.66666667,4409000,4,2.7,510,1,"Male","Secondary",8,"Employed",5e+05,0,5704416.66666667,0,189,1720000,1720000,5e+05,0,7869596.71532847,750000,0,10230475.729927,0.0805877533477496,0,0.91941224665225,-1954878.95184399,1,234878.95184399,0,0.0378567340755628
"168","20401428405",4,1,"Rural",3954064.66666667,3935000,2,1.7,858,1,"Male","Secondary",12,"Employed",0,3e+05,3654064.66666667,0,177,1030000,1030000,0,387591.240875912,4720944.86131387,0,430226.277372263,6137228.31970803,0,0.0758712932868911,0.924128706713109,-1124965.63109096,1,94965.6310909637,0,0.0240172174955907
"169","20401428505",4,1,"Rural",8431411.66666667,8240000,5,3.2,858,2,"Male","Primary",5,"Employed",0,3e+05,8131411.66666667,0,177,2050000,2050000,0,387591.240875912,10505546.459854,0,430226.277372263,13657210.3978102,0,0.0355812302684782,0.964418769731522,-2467974.73671386,1,417974.736713858,0,0.0495735178447411
"170","20401428508",4,1,"Rural",8050277.33333333,7036000,6,3.9,858,1,"Male","Primary",5,"Employed",0,0,8050277.33333333,0,177,2050000,2050000,0,0,10400723.270073,0,0,13520940.2510949,0,0,1,-2415083.2,1,365083.2,0,0.0453503879286643
"171","20403430305",4,1,"Rural",8063444,7960000,6,4.1,558,1,"Male","Primary",5,"Employed",0,2e+05,7863444,0,177,2050000,2050000,0,258394.160583942,10159340.0583942,0,286817.518248175,13207142.0759124,0,0.0248032974495761,0.975196702550424,-2378032.48913339,1,328032.489133385,0,0.040681437005501
"172","20404431417",4,1,"Rural",3993564.66666667,3962000,2,1.7,336,1,"Male","Illiterate",0,"Employed",0,150000,3843564.66666667,0,177,1030000,1030000,0,193795.620437956,4965773.32846715,0,215113.138686131,6455505.3270073,0,0.0375604284693358,0.962439571530664,-1167349.81744629,1,137349.817446294,0,0.0343927866231191
"173","20404431611",4,1,"Rural",5750046,5664000,4,2.7,336,1,"Male","Primary",5,"Employed",3e+05,0,5450046,0,177,1720000,1720000,3e+05,0,7041300.30656934,450000,0,9153690.39854015,0.052173495655513,0,0.947826504344487,-1781031.98669166,1,61031.9866916647,0,0.010614173641683
"174","20404431617",4,1,"Rural",7995161.66666667,7710000,5,3.2,336,1,"Male","Primary",5,"Employed",0,150000,7845161.66666667,0,177,2050000,2050000,0,193795.620437956,10135719.8175182,0,215113.138686131,13176435.7627737,0,0.0187613467061433,0.981238653293857,-2367783.2937119,1,317783.293711905,0,0.0397469503383281
"175","20405431817",4,1,"Rural",7671661.66666667,7464000,7,4.4,502,1,"Male","Illiterate",0,"Employed",0,6e+05,7071661.66666667,0,177,2050000,2050000,0,775182.481751825,9136380.40145985,0,860452.554744526,11877294.5218978,0,0.0782099141059618,0.921790085894038,-2179013.54818439,1,129013.54818439,0,0.0168168975366775
"176","20406432908",4,1,"Rural",7786258.66666667,7550000,8,5.5,318,1,"Male","Illiterate",0,"Employed",0,450000,7336258.66666667,0,177,2050000,2050000,0,581386.861313869,9478232,0,645339.416058394,12321701.6,0,0.057794124144176,0.942205875855824,-2243865.86620743,1,193865.866207426,0,0.0248984620864672
"177","20407433102",4,1,"Rural",3999064.66666667,3980000,2,1.7,860,1,"Male","Secondary",11,"Employed",0,2e+05,3799064.66666667,0,177,1030000,1030000,0,258394.160583942,4908280.62773723,0,286817.518248175,6380764.81605839,0,0.0500116944012075,0.949988305598793,-1158800.18121313,1,128800.181213134,0,0.0322075765082571
"178","20407433214",4,1,"Rural",4866416.66666667,4556000,3,2,430,1,"Male","Primary",5,"Employed",0,0,4866416.66666667,0,177,1380000,1380000,0,0,6287268.24817518,0,0,8173448.72262774,0,0,1,-1459925,1,79925.0000000002,0,0.0164237888932651
"179","20407433605",4,1,"Rural",5482847,5388000,3,2.2,645,1,"Male","Secondary",11,"Employed",150000,150000,5182847,0,177,1380000,1380000,150000,193795.620437956,6696087,225000,215113.138686131,8704913.1,0.0273580495680438,0.0273580495680438,0.945283900863912,-1641948.52830887,1,261948.528308874,0,0.0477760054783352
"180","20408433908",4,1,"Rural",4971898,4912000,3,2.4,591,1,"Male","Illiterate",0,"Income without Work",0,120000,4851898,0,177,1380000,1380000,0,155036.496350365,6268510.55474453,0,172090.510948905,8149063.72116788,0,0.0241356520186054,0.975864347981395,-1466967.67672246,1,86967.6767224551,0,0.0174918465186645
"181","20410435408",4,1,"Rural",4818180.33333333,4625000,3,2.2,419,1,"Male","Secondary",8,"Employed",0,0,4818180.33333333,0,177,1380000,1380000,0,0,6224948.31386861,0,0,8092432.8080292,0,0,1,-1445454.1,1,65454.1000000001,0,0.0135848173940632
