"","FoodType","ProvinceCode","N","Average_New","KCalories","Protein","Average_Protein"
"369","Panir",21,246,11.5403921718282,2.5,0.333333333333333,3.84679739060939
"370","Roghan",21,242,31.5434963063238,8,0,0
"371","Sabzi",21,259,120.468563059238,0.5,0.04,4.8187425223695
"372","Shir",21,212,49.0507933855544,2.5,0.0321428571428571,1.57663264453568
"373","Sibzamini",21,267,50.0381253016762,0.9,0.03,1.50114375905029
"374","Tokhmemorgh",21,267,27.6952787880203,1.4,0.0882352941176471,2.4437010695312
"375","Berenj",22,333,95.9232016824564,1.2,0.09,8.63308815142107
"376","Ghand",22,377,32.9958412741073,4,0.03,0.98987523822322
"377","Goosht",22,61,2.99185037117695,2.5,0.225,0.673166333514813
"378","Hoboobat",22,355,20.1313819377447,3,0.1,2.01313819377447
"379","Khoshkbar",22,72,2.10464073930585,6,0.2,0.420928147861169
"380","Mahi",22,368,31.8329835254716,1,0.22,7.00325637560376
"381","Makarooni",22,371,71.0145438098583,3.6,0.0642857142857143,4.56522067349089
